ID,delinquent,Sdelinquent,term,gender,age,FICO
6603,Yes,1,60 months,Male,20-25,>500
6604,Yes,1,60 months,Male,20-25,>500
6605,Yes,1,60 months,Male,20-25,>500
6606,Yes,1,60 months,Male,20-25,>500
6607,Yes,1,60 months,Male,20-25,>500
6608,Yes,1,60 months,Male,20-25,>500
6609,Yes,1,60 months,Male,20-25,>500
6610,Yes,1,60 months,Male,20-25,>500
6611,Yes,1,60 months,Male,20-25,>500
6612,Yes,1,60 months,Male,20-25,>500
6613,Yes,1,60 months,Male,20-25,>500
6614,Yes,1,60 months,Male,20-25,>500
6615,Yes,1,60 months,Male,20-25,>500
6616,Yes,1,60 months,Male,20-25,>500
6617,Yes,1,60 months,Male,20-25,>500
6618,Yes,1,60 months,Male,20-25,>500
6619,Yes,1,60 months,Male,20-25,>500
6620,Yes,1,60 months,Male,20-25,>500
6621,Yes,1,60 months,Male,20-25,>500
6622,Yes,1,60 months,Male,20-25,>500
6623,Yes,1,60 months,Male,20-25,>500
6624,Yes,1,60 months,Male,20-25,>500
6625,Yes,1,60 months,Male,20-25,>500
6626,Yes,1,60 months,Male,20-25,>500
6627,Yes,1,60 months,Male,20-25,>500
6628,Yes,1,60 months,Male,20-25,>500
6629,Yes,1,60 months,Male,20-25,>500
6630,Yes,1,60 months,Male,20-25,>500
6631,Yes,1,60 months,Male,20-25,>500
6632,Yes,1,60 months,Male,20-25,>500
6633,Yes,1,60 months,Male,20-25,>500
6634,Yes,1,60 months,Male,20-25,>500
6635,Yes,1,60 months,Male,20-25,>500
6636,Yes,1,60 months,Male,20-25,>500
6637,Yes,1,60 months,Male,20-25,>500
6638,Yes,1,60 months,Male,20-25,>500
6639,Yes,1,60 months,Male,20-25,>500
6640,Yes,1,60 months,Male,20-25,>500
6641,Yes,1,60 months,Male,20-25,>500
6642,Yes,1,60 months,Male,20-25,>500
6643,Yes,1,60 months,Male,20-25,>500
6644,Yes,1,60 months,Male,20-25,>500
6645,Yes,1,60 months,Male,20-25,>500
6646,Yes,1,60 months,Male,20-25,>500
6647,Yes,1,60 months,Male,20-25,>500
6648,Yes,1,60 months,Male,20-25,>500
6649,Yes,1,60 months,Male,20-25,>500
6650,Yes,1,60 months,Male,20-25,>500
6651,Yes,1,60 months,Male,20-25,>500
6652,Yes,1,60 months,Male,20-25,>500
6653,Yes,1,60 months,Male,20-25,>500
6654,Yes,1,60 months,Male,20-25,>500
6655,Yes,1,60 months,Male,20-25,>500
6656,Yes,1,60 months,Male,20-25,>500
6657,Yes,1,60 months,Male,20-25,>500
6658,Yes,1,60 months,Male,20-25,>500
6659,Yes,1,60 months,Male,20-25,>500
6660,Yes,1,60 months,Male,20-25,>500
6661,Yes,1,60 months,Male,20-25,>500
6662,Yes,1,60 months,Male,20-25,>500
6663,No,0,60 months,Male,20-25,>500
6664,No,0,60 months,Male,20-25,>500
6665,No,0,60 months,Male,20-25,>500
6666,No,0,60 months,Male,20-25,>500
6667,No,0,60 months,Male,20-25,>500
6668,No,0,60 months,Male,20-25,>500
6669,No,0,60 months,Male,20-25,>500
6670,No,0,60 months,Male,20-25,>500
6671,No,0,60 months,Male,20-25,>500
6672,No,0,60 months,Male,20-25,>500
6673,No,0,60 months,Male,20-25,>500
6674,No,0,60 months,Male,20-25,>500
6675,No,0,60 months,Male,20-25,>500
6676,No,0,60 months,Male,20-25,>500
6677,No,0,60 months,Male,20-25,>500
6678,No,0,60 months,Male,20-25,>500
6679,No,0,60 months,Male,20-25,>500
6680,No,0,60 months,Male,20-25,>500
6681,No,0,60 months,Male,20-25,>500
6682,No,0,60 months,Male,20-25,>500
6683,No,0,60 months,Male,20-25,>500
6684,No,0,60 months,Male,20-25,>500
6685,No,0,60 months,Male,20-25,>500
6686,No,0,60 months,Male,20-25,>500
6687,No,0,60 months,Male,20-25,>500
6688,No,0,60 months,Male,20-25,>500
6689,No,0,60 months,Male,20-25,>500
6690,No,0,60 months,Male,20-25,>500
6691,No,0,60 months,Male,20-25,>500
6692,No,0,60 months,Male,20-25,>500
6693,No,0,60 months,Male,20-25,>500
6694,No,0,60 months,Male,20-25,>500
6695,No,0,60 months,Male,20-25,>500
6696,No,0,60 months,Male,20-25,>500
6697,No,0,60 months,Male,20-25,>500
6698,No,0,60 months,Male,20-25,>500
6699,No,0,60 months,Male,20-25,>500
6700,No,0,60 months,Male,20-25,>500
6701,No,0,60 months,Male,20-25,>500
6702,No,0,60 months,Male,20-25,>500
6703,No,0,60 months,Male,20-25,>500
6704,No,0,60 months,Male,20-25,>500
6705,No,0,60 months,Male,20-25,>500
6706,No,0,60 months,Male,20-25,>500
6707,No,0,60 months,Male,20-25,>500
6708,No,0,60 months,Male,20-25,>500
6709,No,0,60 months,Male,20-25,>500
6710,No,0,60 months,Male,20-25,>500
6711,No,0,60 months,Male,20-25,>500
6712,No,0,60 months,Male,20-25,>500
6713,No,0,60 months,Male,20-25,>500
6714,No,0,60 months,Male,20-25,>500
6715,No,0,60 months,Male,20-25,>500
6716,No,0,60 months,Male,20-25,>500
6717,No,0,60 months,Male,20-25,>500
6718,No,0,60 months,Male,20-25,>500
6719,No,0,60 months,Male,20-25,>500
6720,No,0,60 months,Male,20-25,>500
6721,No,0,60 months,Male,20-25,>500
6722,No,0,60 months,Male,20-25,>500
6723,No,0,60 months,Male,20-25,>500
6724,No,0,60 months,Male,20-25,>500
6725,No,0,60 months,Male,20-25,>500
6726,No,0,60 months,Male,>25,>500
6727,No,0,60 months,Male,>25,>500
6728,No,0,60 months,Male,>25,>500
6729,No,0,60 months,Male,>25,>500
6730,No,0,60 months,Male,>25,>500
6731,No,0,60 months,Male,>25,>500
6732,No,0,60 months,Male,>25,>500
6733,No,0,60 months,Male,>25,>500
6734,No,0,60 months,Male,>25,>500
6735,No,0,60 months,Male,>25,>500
6736,No,0,60 months,Male,>25,>500
6737,No,0,60 months,Male,>25,>500
6738,No,0,60 months,Male,>25,>500
6739,No,0,60 months,Male,>25,>500
6740,No,0,60 months,Male,>25,>500
6741,No,0,60 months,Male,>25,>500
6742,No,0,60 months,Male,>25,>500
6743,No,0,60 months,Male,>25,>500
6744,No,0,60 months,Male,>25,>500
6745,No,0,60 months,Male,>25,>500
6746,No,0,60 months,Male,>25,>500
6747,No,0,60 months,Male,>25,>500
6748,No,0,60 months,Male,>25,>500
6749,No,0,60 months,Male,>25,>500
6750,No,0,60 months,Male,>25,>500
6751,No,0,60 months,Male,>25,>500
6752,No,0,60 months,Male,>25,>500
6753,No,0,60 months,Male,>25,>500
6754,No,0,60 months,Male,>25,>500
6755,No,0,60 months,Male,>25,>500
6756,No,0,60 months,Male,>25,>500
6757,No,0,60 months,Male,>25,>500
6758,No,0,60 months,Male,>25,>500
6759,No,0,60 months,Male,>25,>500
6760,No,0,60 months,Male,>25,>500
6761,No,0,60 months,Male,>25,>500
6762,No,0,60 months,Male,>25,>500
6763,No,0,60 months,Male,>25,>500
6764,No,0,60 months,Male,>25,>500
6765,No,0,60 months,Male,>25,>500
6766,No,0,60 months,Male,>25,>500
6767,No,0,60 months,Male,>25,>500
6768,No,0,60 months,Male,>25,>500
6769,No,0,60 months,Male,>25,>500
6770,No,0,60 months,Male,>25,>500
6771,No,0,60 months,Male,>25,>500
6772,No,0,60 months,Male,>25,>500
6773,No,0,60 months,Male,>25,>500
6774,No,0,60 months,Male,>25,>500
6775,No,0,60 months,Male,>25,>500
6776,No,0,60 months,Male,>25,>500
6777,No,0,60 months,Male,>25,>500
6778,No,0,60 months,Male,>25,>500
6779,No,0,60 months,Male,>25,>500
6780,No,0,60 months,Male,>25,>500
6781,No,0,60 months,Male,>25,>500
6782,No,0,60 months,Male,>25,>500
6783,No,0,60 months,Male,>25,>500
6784,No,0,60 months,Male,>25,>500
6785,No,0,60 months,Male,>25,>500
6786,No,0,60 months,Male,>25,>500
6787,No,0,60 months,Male,>25,>500
6788,No,0,60 months,Male,>25,>500
6789,No,0,60 months,Male,>25,>500
6790,No,0,60 months,Male,>25,>500
6791,No,0,60 months,Male,>25,>500
6792,No,0,60 months,Male,>25,>500
6793,No,0,60 months,Male,>25,>500
6794,No,0,60 months,Male,>25,>500
6795,No,0,60 months,Male,>25,>500
6796,No,0,60 months,Male,>25,>500
6797,No,0,60 months,Male,>25,>500
6798,No,0,60 months,Male,>25,>500
6799,No,0,60 months,Male,>25,>500
6800,No,0,60 months,Male,>25,>500
6801,No,0,60 months,Male,>25,>500
6802,No,0,60 months,Male,>25,>500
6803,No,0,60 months,Male,>25,>500
6804,No,0,60 months,Male,>25,>500
6805,No,0,60 months,Male,>25,>500
6806,No,0,60 months,Male,>25,>500
6807,No,0,60 months,Male,>25,>500
6808,No,0,60 months,Male,>25,>500
6809,No,0,60 months,Male,>25,>500
6810,No,0,60 months,Male,>25,>500
6811,No,0,60 months,Male,>25,>500
6812,No,0,60 months,Male,>25,>500
6813,No,0,60 months,Male,>25,>500
6814,No,0,60 months,Male,>25,>500
6815,No,0,60 months,Male,>25,>500
6816,No,0,60 months,Male,>25,>500
6817,No,0,60 months,Male,>25,>500
6818,No,0,60 months,Male,>25,>500
6819,No,0,60 months,Male,>25,>500
6820,No,0,60 months,Male,>25,>500
6821,No,0,60 months,Male,>25,>500
6822,No,0,60 months,Male,>25,>500
6823,No,0,60 months,Male,>25,>500
6824,No,0,60 months,Male,>25,>500
6825,No,0,60 months,Male,>25,>500
6826,No,0,60 months,Male,>25,>500
6827,No,0,60 months,Male,>25,>500
6828,No,0,60 months,Male,>25,>500
6829,No,0,60 months,Male,>25,>500
6830,No,0,60 months,Male,>25,>500
6831,No,0,60 months,Male,>25,>500
6832,No,0,60 months,Male,>25,>500
6833,No,0,60 months,Male,>25,>500
6834,No,0,60 months,Male,>25,>500
6835,No,0,60 months,Male,>25,>500
6836,No,0,60 months,Male,>25,>500
6837,No,0,60 months,Male,>25,>500
6838,No,0,60 months,Male,>25,>500
6839,No,0,60 months,Male,>25,>500
6840,No,0,60 months,Male,>25,>500
6841,No,0,60 months,Male,>25,>500
6842,No,0,60 months,Male,>25,>500
6843,No,0,60 months,Male,>25,>500
6844,No,0,60 months,Male,>25,>500
6845,No,0,60 months,Male,>25,>500
6846,No,0,60 months,Male,>25,>500
6847,No,0,60 months,Male,>25,>500
6848,No,0,60 months,Male,>25,>500
6849,No,0,60 months,Male,>25,>500
6850,No,0,60 months,Male,>25,>500
6851,No,0,60 months,Male,>25,>500
6852,No,0,60 months,Male,>25,>500
6853,No,0,60 months,Male,>25,>500
6854,No,0,60 months,Male,>25,>500
6855,No,0,60 months,Male,>25,>500
6856,No,0,60 months,Male,>25,>500
6857,No,0,60 months,Male,>25,>500
6858,No,0,60 months,Male,>25,>500
6859,No,0,60 months,Male,>25,>500
6860,No,0,60 months,Male,>25,>500
6861,No,0,60 months,Male,>25,>500
6862,No,0,60 months,Male,>25,>500
6863,No,0,60 months,Male,>25,>500
6864,No,0,60 months,Male,>25,>500
6865,No,0,60 months,Male,>25,>500
6866,No,0,60 months,Male,>25,>500
6867,No,0,60 months,Male,>25,>500
6868,No,0,60 months,Male,>25,>500
6869,No,0,60 months,Male,>25,>500
6870,No,0,60 months,Male,>25,>500
6871,No,0,60 months,Male,>25,>500
6872,No,0,60 months,Male,>25,>500
6873,No,0,60 months,Male,>25,>500
6874,No,0,60 months,Male,>25,>500
6875,No,0,60 months,Male,>25,>500
6876,No,0,60 months,Male,>25,>500
6877,No,0,60 months,Male,>25,>500
6878,No,0,60 months,Male,>25,>500
6879,No,0,60 months,Male,>25,>500
6880,No,0,60 months,Male,>25,>500
6881,No,0,60 months,Male,>25,>500
6882,No,0,60 months,Male,>25,>500
6883,No,0,60 months,Male,>25,>500
6884,No,0,60 months,Male,>25,>500
6885,No,0,60 months,Male,>25,>500
6886,No,0,60 months,Male,>25,>500
6887,No,0,60 months,Male,>25,>500
6888,No,0,60 months,Male,>25,>500
6889,No,0,60 months,Male,>25,>500
6890,No,0,60 months,Male,>25,>500
6891,No,0,60 months,Male,>25,>500
6892,No,0,60 months,Male,>25,>500
6893,No,0,60 months,Male,>25,>500
6894,No,0,60 months,Male,>25,>500
6895,No,0,60 months,Male,>25,>500
6896,No,0,60 months,Male,>25,>500
6897,No,0,60 months,Male,>25,>500
6898,No,0,60 months,Male,>25,>500
6899,No,0,60 months,Male,>25,>500
6900,No,0,60 months,Male,>25,>500
6901,No,0,60 months,Male,>25,>500
6902,No,0,60 months,Male,>25,>500
6903,No,0,60 months,Male,>25,>500
6904,No,0,60 months,Male,>25,>500
6905,No,0,60 months,Male,>25,>500
6906,No,0,60 months,Male,>25,>500
6907,No,0,60 months,Male,>25,>500
6908,No,0,60 months,Male,>25,>500
6909,No,0,60 months,Male,>25,>500
6910,No,0,60 months,Male,>25,>500
6911,No,0,60 months,Male,>25,>500
6912,No,0,60 months,Male,>25,>500
6913,No,0,60 months,Male,>25,>500
6914,No,0,60 months,Male,>25,>500
6915,No,0,60 months,Male,>25,>500
6916,No,0,60 months,Male,>25,>500
6917,No,0,60 months,Male,>25,>500
6918,No,0,60 months,Male,>25,>500
6919,No,0,60 months,Male,>25,>500
6920,No,0,60 months,Male,>25,>500
6921,No,0,60 months,Male,>25,>500
6922,No,0,60 months,Male,>25,>500
6923,No,0,60 months,Male,>25,>500
6924,No,0,60 months,Male,>25,>500
6925,No,0,60 months,Male,>25,>500
6926,No,0,60 months,Male,>25,>500
6927,No,0,60 months,Male,>25,>500
6928,No,0,60 months,Male,>25,>500
6929,No,0,60 months,Male,>25,>500
6930,No,0,60 months,Male,>25,>500
6931,No,0,60 months,Male,>25,>500
6932,No,0,60 months,Male,>25,>500
6933,No,0,60 months,Male,>25,>500
6934,No,0,60 months,Male,>25,>500
6935,No,0,60 months,Male,>25,>500
6936,No,0,60 months,Male,>25,>500
6937,No,0,60 months,Male,>25,>500
6938,No,0,60 months,Male,>25,>500
6939,No,0,60 months,Male,>25,>500
6940,No,0,60 months,Male,>25,>500
6941,No,0,60 months,Male,>25,>500
6942,No,0,60 months,Male,>25,>500
6943,No,0,60 months,Male,>25,>500
6944,No,0,60 months,Male,>25,>500
6945,No,0,60 months,Male,>25,>500
6946,No,0,60 months,Male,>25,>500
6947,No,0,60 months,Male,>25,>500
6948,No,0,60 months,Male,>25,>500
6949,No,0,60 months,Male,>25,>500
6950,No,0,60 months,Male,>25,>500
6951,No,0,60 months,Male,>25,>500
6952,No,0,60 months,Male,>25,>500
6953,No,0,60 months,Male,>25,>500
6954,No,0,60 months,Male,>25,>500
6955,No,0,60 months,Male,>25,>500
6956,No,0,60 months,Male,>25,>500
6957,No,0,60 months,Male,>25,>500
6958,No,0,60 months,Male,>25,>500
6959,No,0,60 months,Male,>25,>500
6960,No,0,60 months,Male,>25,>500
6961,No,0,60 months,Male,>25,>500
6962,No,0,60 months,Male,>25,>500
6963,No,0,60 months,Male,>25,>500
6964,No,0,60 months,Male,>25,>500
6965,No,0,60 months,Male,>25,>500
6966,No,0,60 months,Male,>25,>500
6967,No,0,60 months,Male,>25,>500
6968,No,0,60 months,Male,>25,>500
6969,No,0,60 months,Male,>25,>500
6970,No,0,60 months,Male,>25,>500
6971,No,0,60 months,Male,>25,>500
6972,No,0,60 months,Male,>25,>500
6973,No,0,60 months,Male,>25,>500
6974,No,0,60 months,Male,>25,>500
6975,No,0,60 months,Male,>25,>500
6976,No,0,60 months,Male,>25,>500
6977,No,0,60 months,Male,>25,>500
6978,No,0,60 months,Male,>25,>500
6979,No,0,60 months,Male,>25,>500
6980,No,0,60 months,Male,>25,>500
6981,No,0,60 months,Male,>25,300-500
6982,No,0,60 months,Male,>25,300-500
6983,No,0,60 months,Male,>25,300-500
6984,No,0,60 months,Male,>25,300-500
6985,No,0,60 months,Male,>25,300-500
6986,No,0,60 months,Male,>25,300-500
6987,No,0,60 months,Male,>25,300-500
6988,No,0,60 months,Male,>25,300-500
6989,No,0,60 months,Male,>25,300-500
6990,No,0,60 months,Male,>25,300-500
6991,No,0,60 months,Male,>25,300-500
6992,No,0,60 months,Male,>25,300-500
6993,No,0,60 months,Male,>25,300-500
6994,No,0,60 months,Male,>25,300-500
6995,No,0,60 months,Male,>25,300-500
6996,No,0,60 months,Male,>25,300-500
6997,No,0,60 months,Male,>25,300-500
6998,No,0,60 months,Male,>25,300-500
6999,No,0,60 months,Male,>25,300-500
7000,No,0,60 months,Male,>25,300-500
7001,No,0,60 months,Male,>25,300-500
7002,No,0,60 months,Male,>25,300-500
7003,No,0,60 months,Male,>25,300-500
7004,No,0,60 months,Male,>25,300-500
7005,No,0,60 months,Male,>25,300-500
7006,No,0,60 months,Male,>25,300-500
7007,No,0,60 months,Male,>25,300-500
7008,No,0,60 months,Male,>25,300-500
7009,No,0,60 months,Male,>25,300-500
7010,No,0,60 months,Male,>25,300-500
7011,No,0,60 months,Male,>25,300-500
7012,No,0,60 months,Male,>25,300-500
7013,No,0,60 months,Male,>25,300-500
7014,No,0,60 months,Male,>25,300-500
7015,No,0,60 months,Male,>25,300-500
7016,No,0,60 months,Male,>25,300-500
7017,No,0,60 months,Male,>25,300-500
7018,No,0,60 months,Male,>25,300-500
7019,No,0,60 months,Male,>25,300-500
7020,No,0,60 months,Male,>25,300-500
7021,No,0,60 months,Male,>25,300-500
7022,No,0,60 months,Male,>25,300-500
7023,No,0,60 months,Male,>25,300-500
7024,No,0,60 months,Male,>25,300-500
7025,No,0,60 months,Male,>25,300-500
7026,No,0,60 months,Male,>25,300-500
7027,No,0,60 months,Male,>25,300-500
7028,No,0,60 months,Male,>25,300-500
7029,No,0,60 months,Male,>25,300-500
7030,No,0,60 months,Male,>25,300-500
7031,No,0,60 months,Male,>25,300-500
7032,No,0,60 months,Male,>25,300-500
7033,No,0,60 months,Male,>25,300-500
7034,No,0,60 months,Male,>25,300-500
7035,No,0,60 months,Male,>25,300-500
7036,No,0,60 months,Male,>25,300-500
7037,No,0,60 months,Male,>25,300-500
7038,No,0,60 months,Male,>25,300-500
7039,No,0,60 months,Male,>25,300-500
7040,No,0,60 months,Male,>25,300-500
7041,No,0,60 months,Male,>25,300-500
7042,No,0,60 months,Male,>25,300-500
7043,No,0,60 months,Male,>25,300-500
7044,No,0,60 months,Male,>25,300-500
7045,No,0,60 months,Male,>25,300-500
7046,No,0,60 months,Male,>25,300-500
7047,No,0,60 months,Male,>25,300-500
7048,No,0,60 months,Male,>25,300-500
7049,No,0,60 months,Male,>25,300-500
7050,No,0,60 months,Male,>25,300-500
7051,No,0,60 months,Male,>25,300-500
7052,No,0,60 months,Male,>25,300-500
7053,No,0,60 months,Male,>25,300-500
7054,No,0,60 months,Male,>25,300-500
7055,No,0,60 months,Male,>25,300-500
7056,No,0,60 months,Male,>25,300-500
7057,No,0,60 months,Male,>25,300-500
7058,No,0,60 months,Male,>25,300-500
7059,No,0,60 months,Male,>25,300-500
7060,No,0,60 months,Male,>25,300-500
7061,No,0,60 months,Male,>25,300-500
7062,No,0,60 months,Male,>25,300-500
7063,No,0,60 months,Male,>25,300-500
7064,No,0,60 months,Male,>25,300-500
7065,No,0,60 months,Male,>25,300-500
7066,No,0,60 months,Male,>25,300-500
7067,No,0,60 months,Male,>25,300-500
7068,No,0,60 months,Male,>25,300-500
7069,No,0,60 months,Male,>25,300-500
7070,No,0,60 months,Male,>25,300-500
7071,No,0,60 months,Male,>25,300-500
7072,No,0,60 months,Male,>25,300-500
7073,No,0,60 months,Male,>25,300-500
7074,No,0,60 months,Male,>25,300-500
7075,No,0,60 months,Male,>25,300-500
7076,No,0,60 months,Male,>25,300-500
7077,No,0,60 months,Male,>25,300-500
7078,No,0,60 months,Male,>25,300-500
7079,No,0,60 months,Male,>25,300-500
7080,No,0,60 months,Male,>25,300-500
7081,No,0,60 months,Male,>25,300-500
7082,No,0,60 months,Male,>25,300-500
7083,No,0,60 months,Male,>25,300-500
7084,No,0,60 months,Male,>25,300-500
7085,No,0,60 months,Male,>25,300-500
7086,No,0,60 months,Male,>25,300-500
7087,No,0,60 months,Male,>25,300-500
7088,No,0,60 months,Male,>25,300-500
7089,No,0,60 months,Male,>25,300-500
7090,No,0,60 months,Male,>25,300-500
7091,No,0,60 months,Male,>25,300-500
7092,No,0,60 months,Male,>25,300-500
7093,No,0,60 months,Male,>25,300-500
7094,No,0,60 months,Male,>25,300-500
7095,No,0,60 months,Male,>25,300-500
7096,No,0,60 months,Male,>25,300-500
7097,No,0,60 months,Male,>25,300-500
7098,No,0,60 months,Male,>25,300-500
7099,No,0,60 months,Male,>25,300-500
7100,No,0,60 months,Male,>25,300-500
7101,No,0,60 months,Male,>25,300-500
7102,No,0,60 months,Male,>25,300-500
7103,No,0,60 months,Male,>25,300-500
7104,No,0,60 months,Male,>25,300-500
7105,No,0,60 months,Male,>25,300-500
7106,No,0,60 months,Male,>25,300-500
7107,No,0,60 months,Male,>25,300-500
7108,No,0,60 months,Male,>25,300-500
7109,No,0,60 months,Male,>25,300-500
7110,No,0,60 months,Male,>25,300-500
7111,No,0,60 months,Male,>25,300-500
7112,No,0,60 months,Male,>25,300-500
7113,No,0,60 months,Male,>25,300-500
7114,No,0,60 months,Male,>25,300-500
7115,No,0,60 months,Male,>25,300-500
7116,No,0,60 months,Male,>25,300-500
7117,No,0,60 months,Male,>25,300-500
7118,No,0,60 months,Male,>25,300-500
7119,No,0,60 months,Male,>25,300-500
7120,No,0,60 months,Male,>25,300-500
7121,No,0,60 months,Male,>25,300-500
7122,No,0,60 months,Male,>25,300-500
7123,No,0,60 months,Male,>25,300-500
7124,No,0,60 months,Male,>25,300-500
7125,No,0,60 months,Male,>25,300-500
7126,No,0,60 months,Male,>25,300-500
7127,No,0,60 months,Male,>25,300-500
7128,No,0,60 months,Male,>25,300-500
7129,No,0,60 months,Male,>25,300-500
7130,No,0,60 months,Male,>25,300-500
7131,No,0,60 months,Male,>25,300-500
7132,No,0,60 months,Male,>25,300-500
7133,No,0,60 months,Male,>25,300-500
7134,No,0,60 months,Male,>25,300-500
7135,No,0,60 months,Male,>25,300-500
7136,No,0,60 months,Male,>25,300-500
7137,No,0,60 months,Male,>25,300-500
7138,No,0,60 months,Male,>25,300-500
7139,No,0,60 months,Male,>25,300-500
7140,No,0,60 months,Male,>25,300-500
7141,No,0,60 months,Male,>25,300-500
7142,No,0,60 months,Male,>25,300-500
7143,No,0,60 months,Male,>25,300-500
7144,No,0,60 months,Male,>25,300-500
7145,No,0,60 months,Male,>25,300-500
7146,No,0,60 months,Male,>25,300-500
7147,No,0,60 months,Male,>25,300-500
7148,No,0,60 months,Male,>25,300-500
7149,No,0,60 months,Male,>25,300-500
7150,No,0,60 months,Male,>25,300-500
7151,No,0,60 months,Male,>25,300-500
7152,No,0,60 months,Male,>25,300-500
7153,No,0,60 months,Male,>25,300-500
7154,No,0,60 months,Male,>25,300-500
7155,No,0,60 months,Male,>25,300-500
7156,No,0,60 months,Male,>25,300-500
7157,No,0,60 months,Male,>25,300-500
7158,No,0,60 months,Male,>25,300-500
7159,No,0,60 months,Male,>25,300-500
7160,No,0,60 months,Male,>25,300-500
7161,No,0,60 months,Male,>25,300-500
7162,No,0,60 months,Male,>25,300-500
7163,No,0,60 months,Male,>25,300-500
7164,No,0,60 months,Male,>25,300-500
7165,No,0,60 months,Male,>25,300-500
7166,No,0,60 months,Male,>25,300-500
7167,No,0,60 months,Male,>25,300-500
7168,No,0,60 months,Male,>25,300-500
7169,No,0,60 months,Male,>25,300-500
7170,No,0,60 months,Male,>25,300-500
7171,No,0,60 months,Male,>25,300-500
7172,No,0,60 months,Male,>25,300-500
7173,No,0,60 months,Male,>25,300-500
7174,No,0,60 months,Male,>25,300-500
7175,No,0,60 months,Male,>25,300-500
7176,No,0,60 months,Male,>25,300-500
7177,No,0,60 months,Male,>25,300-500
7178,No,0,60 months,Male,>25,300-500
7179,No,0,60 months,Male,>25,300-500
7180,No,0,60 months,Male,>25,300-500
7181,No,0,60 months,Male,>25,300-500
7182,No,0,60 months,Male,>25,300-500
7183,No,0,60 months,Male,>25,300-500
7184,No,0,60 months,Male,>25,300-500
7185,No,0,60 months,Male,>25,300-500
7186,No,0,60 months,Male,>25,300-500
7187,No,0,60 months,Male,>25,300-500
7188,No,0,60 months,Male,>25,300-500
7189,No,0,60 months,Male,>25,300-500
7190,No,0,60 months,Male,>25,300-500
7191,No,0,60 months,Male,>25,300-500
7192,No,0,60 months,Male,>25,300-500
7193,No,0,60 months,Male,>25,300-500
7194,No,0,60 months,Male,>25,300-500
7195,No,0,60 months,Male,>25,300-500
7196,No,0,60 months,Male,>25,300-500
7197,No,0,60 months,Male,>25,300-500
7198,No,0,60 months,Male,>25,300-500
7199,No,0,60 months,Male,>25,300-500
7200,No,0,60 months,Male,>25,300-500
7201,No,0,60 months,Male,>25,300-500
7202,No,0,60 months,Male,>25,300-500
7203,No,0,60 months,Male,>25,300-500
7204,No,0,60 months,Male,>25,300-500
7205,No,0,60 months,Male,>25,300-500
7206,No,0,60 months,Male,>25,300-500
7207,No,0,60 months,Male,>25,300-500
7208,No,0,60 months,Male,>25,300-500
7209,No,0,60 months,Male,>25,300-500
7210,No,0,60 months,Male,>25,300-500
7211,No,0,60 months,Male,>25,300-500
7212,No,0,60 months,Male,>25,300-500
7213,No,0,60 months,Male,>25,300-500
7214,No,0,60 months,Male,>25,300-500
7215,No,0,60 months,Male,>25,300-500
7216,No,0,60 months,Male,>25,300-500
7217,No,0,60 months,Male,>25,300-500
7218,No,0,60 months,Male,>25,300-500
7219,No,0,60 months,Male,>25,300-500
7220,No,0,60 months,Male,>25,300-500
7221,No,0,60 months,Male,>25,300-500
7222,No,0,60 months,Male,>25,300-500
7223,No,0,60 months,Male,>25,300-500
7224,No,0,60 months,Male,>25,300-500
7225,No,0,60 months,Male,>25,300-500
7226,No,0,60 months,Male,>25,300-500
7227,No,0,60 months,Male,>25,300-500
7228,No,0,60 months,Male,>25,300-500
7229,No,0,60 months,Male,>25,300-500
7230,No,0,60 months,Male,>25,300-500
7231,No,0,60 months,Male,>25,300-500
7232,No,0,60 months,Male,>25,300-500
7233,No,0,60 months,Male,>25,300-500
7234,No,0,60 months,Male,>25,300-500
7235,No,0,60 months,Male,>25,300-500
7236,No,0,60 months,Male,>25,300-500
7237,No,0,60 months,Male,>25,300-500
7238,No,0,60 months,Male,>25,300-500
7239,No,0,60 months,Male,>25,300-500
7240,No,0,60 months,Male,>25,300-500
7241,No,0,60 months,Male,>25,300-500
7242,No,0,60 months,Male,>25,300-500
7243,No,0,60 months,Male,>25,300-500
7244,No,0,60 months,Male,>25,300-500
7245,No,0,60 months,Male,>25,300-500
7246,No,0,60 months,Male,>25,300-500
7247,No,0,60 months,Male,>25,300-500
7248,No,0,60 months,Male,>25,300-500
7249,No,0,60 months,Male,>25,300-500
7250,No,0,60 months,Male,>25,300-500
7251,No,0,60 months,Male,>25,300-500
7252,No,0,60 months,Male,>25,300-500
7253,No,0,60 months,Male,>25,300-500
7254,No,0,60 months,Male,>25,300-500
7255,No,0,60 months,Male,>25,300-500
7256,No,0,60 months,Male,>25,300-500
7257,No,0,60 months,Male,>25,300-500
7258,No,0,60 months,Male,>25,300-500
7259,No,0,60 months,Male,>25,300-500
7260,No,0,60 months,Male,>25,300-500
7261,No,0,60 months,Male,>25,300-500
7262,No,0,60 months,Male,>25,300-500
7263,No,0,60 months,Male,>25,300-500
7264,No,0,60 months,Male,>25,300-500
7265,No,0,60 months,Male,>25,300-500
7266,No,0,60 months,Male,>25,300-500
7267,No,0,60 months,Male,>25,300-500
7268,No,0,60 months,Male,>25,300-500
7269,No,0,60 months,Male,>25,300-500
7270,No,0,60 months,Male,>25,300-500
7271,No,0,60 months,Male,>25,300-500
7272,No,0,60 months,Male,>25,300-500
7273,No,0,60 months,Male,>25,300-500
